borough,address,latitude,longitude
MN,550 WEST 170 STREET,40.8415177,-73.9381045
QN,113 STREET,40.6921399,-73.8326442
QN,6 AVENUE,40.7918556,-73.8414546
MN,68 WEST 116 STREET,40.8016122,-73.9494254
BX,TAN PLACE,40.8412637,-73.8397033
BX,PELHAM PARKWAY,40.8563618,-73.8393018
BX,907 EAST 175 STREET,40.8396344,-73.8869606
QN,BEACH 92 STREET,40.5887617,-73.8174429
BX,840 TINTON AVENUE,40.8203297,-73.9038154
QN,114 STREET,40.7550049,-73.854114
QN,49 LANE,40.7235584,-73.918
BX,ROCHAMBEAU AVENUE,40.8771453,-73.880547
BX,2391 3 AVENUE,40.8095825,-73.932488
BX,EAST 141 STREET,40.8144308,-73.9253626
BK,55 MARION STREET,40.6798277,-73.9287472
QN,96 STREET,40.765189,-73.8736037
BX,1048 FAILE STREET,40.8246341,-73.8893166
BX,SIMPSON STREET,40.8233776,-73.8928054
BK,ASHFORD STREET,40.6555902,-73.8732635
BX,1363 WESTCHESTER AVENUE,40.8287653,-73.884175
MN,2453 2 AVENUE,40.8032757,-73.9336069
MN,238 EAST 126 STREET,40.803457,-73.9337476
QN,57 STREET,40.7172812,-73.910764
MN,10 AVENUE,40.7638885,-73.9928199
MN,249 EAST 125 STREET,40.8032238,-73.9339682
MN,2459 2 AVENUE,40.8034623,-73.9334731
MN,236 EAST 126 STREET,40.80349,-73.9338235
MN,2321 3 AVENUE,40.8043936,-73.9348954
BK,EAST 27 STREET,40.5897929,-73.9432129
BK,AVENUE Z,40.5886502,-73.9471564
QN,30 PLACE,40.7405964,-73.9377003
QN,BORDEN AVENUE,40.738823,-73.942393
BK,43 STREET,40.6336123,-73.9809012
QN,108 STREET,40.740009,-73.8530751
BX,RITTER PLACE,40.8306693,-73.8977586
BX,EAST 140 STREET,40.8053208,-73.9096816
BK,DREW STREET,40.6608122,-73.8580829
QN,39 PLACE,40.7363899,-73.9258686
BK,EMERALD STREET,40.6644123,-73.8572354
BK,WORTMAN AVENUE,40.6650731,-73.8566464
BK,WORTMAN AVENUE,40.6652371,-73.8560982
BK,DREW STREET,40.660799,-73.8584434
BK,FLATLANDS AVENUE,40.6604398,-73.8610248
BK,FLATLANDS AVENUE,40.6601416,-73.8618761
BK,FLATLANDS AVENUE,40.6601994,-73.8597026
BK,FLATLANDS AVENUE,40.6599909,-73.8597715
BK,FLATLANDS AVENUE,40.6598729,-73.8598438
BK,VANDALIA AVENUE,40.6606051,-73.8592584
BK,VANDALIA AVENUE,40.6603771,-73.8590894
BK,HEMLOCK STREET,40.6634379,-73.8663424
BK,STANLEY AVENUE,40.6667048,-73.8576811
BK,STANLEY AVENUE,40.6668058,-73.8572447
BK,FLATLANDS AVENUE,40.6605842,-73.8601379
BK,DREW STREET,40.6603073,-73.8581453
BK,DREW STREET,40.6604965,-73.8580223
BK,DREW STREET,40.6604448,-73.858354
BK,DREW STREET,40.6601919,-73.858077
BK,FLATLANDS AVENUE,40.6600704,-73.8597533
BK,FLATLANDS AVENUE,40.6597396,-73.8607956
BK,VANDALIA AVENUE,40.6600033,-73.8587334
MN,429 WEST 41 STREET,40.7587367,-73.9950873
BK,DREW STREET,40.6611254,-73.8583273
BK,RUBY STREET,40.6627151,-73.8586592
BK,CONDUIT BOULEVARD,40.6744707,-73.8629387
BK,CONDUIT BOULEVARD,40.6748205,-73.8639691
BK,BLAKE AVENUE,40.6725606,-73.8609311
BX,PRENTISS AVENUE,40.8162289,-73.8072849
BX,TIERNEY PLACE,40.8127154,-73.8055357
BX,SHORE DRIVE,40.8243068,-73.8140904
QN,101 STREET,40.740163,-73.8599023
QN,MERRICK BOULEVARD,40.683124,-73.7695264
BX,REYNOLDS AVENUE,40.8213683,-73.8064282
BX,MILES AVENUE,40.8213497,-73.8084009
BK,1 WALLABOUT STREET,40.7024456,-73.9797923
MN,WEST 216 STREET,40.8695208,-73.9112648
MN,WEST 207 STREET,40.8627092,-73.9159051
QN,138 STREET,40.7885253,-73.8311452
QN,15-01 141 STREET,40.7835522,-73.8276696
BK,FERRY PLACE,40.6860993,-74.0071826
BX,2946 BAISLEY AVENUE,40.8358092,-73.8277944
BK,496 GREENE AVENUE,40.688208,-73.9508167
BK,EAST 48 STREET,40.6488056,-73.9323084
BK,AVENUE B,40.6474088,-73.9199566
QN,UTOPIA PARKWAY,40.7372294,-73.7928666
QN,147 STREET,40.7883548,-73.8183185
QN,ROOSEVELT AVENUE,40.7454287,-73.9073628
BX,EAST 219 STREET,40.884119,-73.8650489
QN,133 AVENUE,40.6691437,-73.7860306
BK,STERLING PLACE,40.6714013,-73.9246863
BX,EAST 215 STREET,40.8790399,-73.8593131
QN,222 STREET,40.6770263,-73.7478441
BX,DAVIDSON AVENUE,40.8606057,-73.9039849
QN,43 STREET,40.7364102,-73.9232164
QN,217 STREET,40.7116217,-73.7405279
QN,95 STREET,40.6611435,-73.838698
BK,4324 1 AVENUE,40.6541438,-74.0155944
QN,80 STREET,40.7421967,-73.8844771
BK,COMMERCIAL STREET,40.7365661,-73.9600691
QN,161 STREET,40.6750231,-73.778816
QN,230 BEACH 109 STREET,40.5821231,-73.8307598
BK,81 STREET,40.6172378,-74.0122647
QN,147 AVENUE,40.658211,-73.7530332
QN,BROADWAY,40.7412063,-73.8795963
BK,FRESH POND ROAD,40.6459606,-73.8882761
QN,102 STREET,40.6561089,-73.8306082
QN,PEDESTRIAN WAY,40.6536056,-73.8305533
BK,CROWN STREET,40.6664715,-73.9492431
QN,31 AVENUE,40.7576145,-73.9028772
BX,EAST 136 STREET,40.8035231,-73.9134514
BK,COMMERCIAL STREET,40.7369036,-73.9597297
QN,79 STREET,40.7556637,-73.8885216
BK,BAY RIDGE AVENUE,40.6373702,-74.0305504
BK,51 HAMILTON AVENUE,40.6840902,-74.0061115
BK,54 SACKETT STREET,40.6856109,-74.0054626
BK,UNION STREET,40.6854983,-74.0060864
BK,32 SACKETT STREET,40.6858085,-74.0061585
BK,42 SACKETT STREET,40.6857206,-74.0058556
BK,UNION STREET,40.6851579,-74.0064505
BK,UNION STREET,40.6857096,-74.0067859
BK,CARROLL STREET,40.6815377,-73.9995349
BK,172 34 STREET,40.6555117,-74.0038527
BK,289 WYCKOFF STREET,40.6831284,-73.9826862
QN,OTTO ROAD,40.7064445,-73.8828294
QN,130 AVENUE,40.6783435,-73.7272853
QN,53 DRIVE,40.7299617,-73.8942654
QN,SUTTER AVENUE,40.6747324,-73.8592105
QN,REMINGTON STREET,40.6901536,-73.8069389
BK,MEADOW STREET,40.6590575,-73.8665638
QN,170 STREET,40.7489588,-73.7981175
QN,HOYT AVENUE,40.772507,-73.9201709
BX,EAST 218 STREET,40.8800676,-73.8536154
QN,107 AVENUE,40.7001467,-73.7848961
QN,51 AVENUE,40.7428083,-73.8571432
QN,108 STREET,40.7403335,-73.8535651
QN,69 PLACE,40.7057172,-73.8828271
QN,134 AVENUE,40.6770377,-73.7622289
BK,ST MARKS AVENUE,40.6741747,-73.9406319
BK,WEST 22 STREET,40.5788957,-73.9873607
QN,41 DRIVE,40.743517,-73.9056441
BK,494A PUTNAM AVENUE,40.6847563,-73.9417006
QN,NORTHERN BOULEVARD,40.7584193,-73.8584236
BK,DREW STREET,40.6602609,-73.8583616
QN,70 AVENUE,40.706711,-73.8777722
QN,175 STREET,40.6652187,-73.7731388
QN,DE COSTA AVENUE,40.5982341,-73.8025631
BX,TINTON AVENUE,40.820379,-73.9037937
QN,204 STREET,40.7625538,-73.7816984
QN,38 AVENUE,40.7627835,-73.7841307
QN,60 AVENUE,40.7242929,-73.8875278
QN,LINDEN BOULEVARD,40.688634,-73.7873023
BK,CHERRY STREET,40.7244991,-73.9340029
QN,175 STREET,40.7059026,-73.7849569
BX,EAST 233 STREET,40.8878545,-73.8242853
BX,EASTCHESTER PLACE,40.8864783,-73.8200141
BK,SHELL ROAD,40.5814576,-73.9765565
QN,CRAFT AVENUE,40.6495432,-73.7358286
QN,170 STREET,40.7018671,-73.787545
QN,170 STREET,40.7017077,-73.7874553
QN,100 STREET,40.7673927,-73.8708197
QN,LAUREL HILL BLVD,40.7340585,-73.9240778
QN,148 AVENUE,40.6572899,-73.7561326
QN,EGMONT PLACE,40.6121805,-73.76604
MN,ST NICHOLAS AVENUE,40.815197,-73.9521318
MN,ST NICHOLAS AVENUE,40.8158227,-73.9518929
MN,ST NICHOLAS AVENUE,40.815062,-73.9509469
QN,126 AVENUE,40.6817922,-73.7678725
QN,ROCKAWAY BEACH BLVD,40.5942726,-73.7710934
QN,ROCKAWAY BEACH BLVD,40.5941855,-73.771461
QN,ROCKAWAY BEACH BLVD,40.5943133,-73.7708844
BX,EAST 144 STREET,40.8168882,-73.9268591
BX,EAST 144 STREET,40.8166551,-73.9270978
BK,DREW STREET,40.6610839,-73.8580103
QN,LANDING ROAD,40.6455737,-73.7441072
BK,43 STREET,40.6346721,-73.9826375
BK,QUINCY STREET,40.688294,-73.9410485
QN,161 STREET,40.6749791,-73.7787584
QN,222 STREET,40.7185769,-73.7309554
QN,126 STREET,40.6736114,-73.8122898
QN,ROCKAWAY BOULEVARD,40.6748803,-73.8094562
QN,LINCOLN STREET,40.6792168,-73.8076556
BK,HAMILTON AVENUE,40.6839502,-74.0060574
BK,PRESIDENT STREET,40.6843318,-74.0061115
BK,SACKETT STREET,40.686017,-74.0068184
MN,CONVENT AVENUE,40.81745,-73.9510355
QN,240-24 REAR POPLAR STREET,40.768184,-73.7459141
BK,UNION STREET,40.6850344,-74.0059745
BK,UNION STREET,40.6850509,-74.0060395
BK,WEST 13 STREET,40.5887461,-73.9824982
BK,BAY 43 STREET,40.587331,-73.9940594
BK,ROGERS AVENUE,40.6757913,-73.9522607
QN,84 STREET,40.7308891,-73.8799072
BK,DE GRAW STREET,40.6852953,-74.0020552
BK,CROWN STREET,40.6670936,-73.9610227
QN,39 AVENUE,40.7475343,-73.9044763
QN,LAKEVIEW BLVD EAST,40.680581,-73.784404
BK,GUNTHER PLACE,40.676813,-73.9115753
QN,UNDERHILL AVENUE,40.7470951,-73.7981123
BX,WHITE PLAINS ROAD,40.8060115,-73.8549667
BK,VANDALIA AVENUE,40.660163,-73.8591079
QN,102 STREET,40.6572384,-73.8296862
MN,EAST 34 STREET,40.7457437,-73.9770653
MN,PARK AVENUE,40.8013394,-73.941277
MN,RIVERSIDE DRIVE,40.8483379,-73.9428042
BX,HUNTS POINT AVENUE,40.8094363,-73.878111
QN,SMITH STREET,40.6838078,-73.779526
BX,CHISHOLM STREET,40.8311179,-73.8960487
BX,CHISHOLM STREET,40.8310657,-73.8960344
BX,1390 STEBBINS AVENUE,40.8327764,-73.8937912
BX,1392 STEBBINS AVENUE,40.8329823,-73.8938198
BX,BRUCKNER BOULEVARD,40.8339789,-73.8280341
BK,MORGAN AVENUE,40.7087073,-73.9319085
BX,WEST 231 STREET,40.8842364,-73.9166771
BX,EAST 180 STREET,40.8469727,-73.8858277
BX,EAST 180 STREET,40.8488663,-73.8913402
BX,BELMONT AVENUE,40.850146,-73.8890898
BX,EAST 219 STREET,40.8818059,-73.8565335
QN,BEACH 43 STREET,40.5958658,-73.7744979
QN,63 ROAD,40.7397814,-73.8312218
QN,159 STREET,40.6131847,-73.8225447
QN,ROCKAWAY BOULEVARD,40.6859187,-73.8649055
QN,105 STREET,40.6827753,-73.8368609
QN,143 STREET,40.677743,-73.7981059
QN,111 STREET,40.6785485,-73.8275552
QN,120 STREET,40.7021276,-73.8303866
QN,85 AVENUE,40.7043266,-73.827016
QN,121 STREET,40.6945114,-73.8252745
QN,57 STREET,40.7429972,-73.9077054
QN,123-02 ATLANTIC AVENUE,40.6948062,-73.8242279
QN,132-06 ATLANTIC AVENUE,40.6964192,-73.8165784
QN,ATLANTIC AVENUE,40.6959142,-73.8183504
QN,94-04 130 STREET,40.6956465,-73.8191265
QN,44 STREET,40.7600655,-73.9131216
QN,44 STREET,40.7608035,-73.9127489
QN,94 AVENUE,40.696976,-73.8145934
QN,115 AVENUE,40.6782918,-73.8160297
QN,LINDEN BOULEVARD,40.6796544,-73.8167615
QN,45 STREET,40.7354699,-73.9209081
QN,40 STREET,40.7362743,-73.9253635
QN,SOUTH ROAD,40.6955558,-73.8007711
QN,164 PLACE,40.6980593,-73.7901356
QN,BRINKERHOFF AVENUE,40.6943206,-73.7869488
QN,167 STREET,40.6972722,-73.7874731
QN,UNION HALL STREET,40.6951406,-73.7910608
QN,MERRICK BOULEVARD,40.6786997,-73.7602545
QN,223 STREET,40.6755325,-73.7475902
QN,WEST 18 ROAD,40.6006191,-73.8226573
QN,CROSS BAY BOULEVARD,40.6045906,-73.8189842
QN,101 STREET,40.6021367,-73.818908
QN,180 STREET,40.684017,-73.7619119
QN,ASTORIA BOULEVARD,40.7614272,-73.8649726
QN,100 STREET,40.7637771,-73.8701553
QN,NASHVILLE BOULEVARD,40.6826943,-73.756822
QN,120 AVENUE,40.6899199,-73.7522847
QN,120 AVENUE,40.6903074,-73.7499538
QN,FRANCIS LEWIS BLVD,40.6941283,-73.7450207
QN,FRANCIS LEWIS BLVD,40.6947081,-73.7453142
QN,NASHVILLE BOULEVARD,40.6929227,-73.7459989
QN,120 AVENUE,40.6914123,-73.7481395
QN,120 AVENUE,40.6880643,-73.7573866
QN,120 AVENUE,40.6874388,-73.758824
QN,HANNIBAL STREET,40.6991451,-73.7640109
QN,MURDOCK AVENUE,40.6978011,-73.7644917
QN,LIBERTY AVENUE,40.7057891,-73.7744579
QN,50 AVENUE,40.7432547,-73.863104
QN,CORONA AVENUE,40.7438694,-73.8653582
QN,51 AVENUE,40.740565,-73.8679307
QN,210 STREET,40.7153105,-73.7504155
QN,BELLAIRE PLACE,40.7138876,-73.7498617
QN,BELLAIRE PLACE,40.7124288,-73.7505345
QN,104 AVENUE,40.7123717,-73.7507981
QN,210 STREET,40.7088751,-73.7483729
QN,113 ROAD,40.7022862,-73.7502299
QN,112 AVENUE,40.7059761,-73.7431864
QN,216 STREET,40.7114291,-73.7427903
QN,213 STREET,40.7214138,-73.7473731
QN,91 AVENUE,40.7217379,-73.7474729
QN,WYCKOFF AVENUE,40.6936321,-73.9004426
QN,CYPRESS AVENUE,40.6926132,-73.8936467
QN,133 AVENUE,40.6757701,-73.7360311
QN,69 PLACE,40.7053411,-73.8828242
QN,133 ROAD,40.680066,-73.7496966
QN,219 STREET,40.6812152,-73.7492812
QN,NORTH CONDUIT AVENUE,40.666455,-73.7327625
QN,NORTH CONDUIT AVENUE,40.6661788,-73.7320535
QN,FRANCIS LEWIS BLVD,40.6581728,-73.7287662
QN,147 ROAD,40.6565045,-73.7278107
MN,RIVERSIDE DRIVE,40.8206997,-73.9579809
MN,WEST 133 STREET,40.8205492,-73.9591841
BX,WEBSTER AVENUE,40.8742976,-73.8740471
BX,WEBSTER AVENUE,40.8745307,-73.8738803
BX,PALISADE AVENUE,40.8848944,-73.9195441
QN,97 STREET,40.5981937,-73.8232723
QN,514 CROSS BAY BOULEVARD,40.6108039,-73.8183731
QN,542 CROSS BAY BOULEVARD,40.6098847,-73.8185809
QN,19 ROAD,40.5994258,-73.8230962
QN,12 ROAD,40.6050518,-73.8225159
QN,106 EAST 9 ROAD,40.6059909,-73.8175111
MN,276 EAST 3 STREET,40.7213544,-73.9803854
BX,1900 MARMION AVENUE,40.842086,-73.8875455
BX,ELSMERE PLACE,40.8438302,-73.8888907
BX,BRUCKNER BOULEVARD,40.8404216,-73.8249671
BK,WILLOUGHBY AVENUE,40.6947264,-73.9437726
BX,GIVAN AVENUE,40.8801195,-73.8275965
QN,72 STREET,40.7202367,-73.8853233
QN,61 DRIVE,40.724755,-73.8751415
QN,253 STREET,40.6570165,-73.736718
QN,CRAFT AVENUE,40.6500618,-73.7333796
QN,62 DRIVE,40.7356872,-73.8518397
QN,INWOOD STREET,40.6717731,-73.7934664
QN,ROCKAWAY BOULEVARD,40.6727721,-73.7933948
BX,4824 MURDOCK AVENUE,40.9054034,-73.8449388
QN,60 AVENUE,40.7415642,-73.8212284
QN,162 STREET,40.7637083,-73.8039966
QN,AUBURNDALE LANE,40.7599711,-73.7951927
QN,ROSE AVENUE,40.7464988,-73.8140225
QN,UNDERHILL AVENUE,40.7480937,-73.7962506
QN,248 STREET,40.7732205,-73.7433603
QN,BROOKSIDE STREET,40.7741245,-73.7438046
BX,BRONX STREET,40.8416174,-73.8774774
QN,220 STREET,40.7641602,-73.7626218
QN,OTTO ROAD,40.7017116,-73.8931525
QN,OTTO ROAD,40.7018076,-73.8930369
QN,OTTO ROAD,40.701654,-73.8932175
QN,116 AVENUE,40.6891357,-73.773995
BK,CHESTER COURT,40.6585629,-73.9610132
BK,ATLANTIC AVENUE,40.6759716,-73.9096621
BK,OCEAN PARKWAY,40.6053955,-73.9673394
BK,KINGS HIGHWAY,40.6354104,-73.9268851
BK,AVENUE L,40.6448231,-73.8843286
BK,AVENUE L,40.6408632,-73.8798386
BK,BERGEN AVENUE,40.6242652,-73.9061333
BK,BERGEN COURT,40.6262009,-73.9102842
BK,BERGEN COURT,40.6263986,-73.910356
BK,ROYCE STREET,40.6258544,-73.9095174
QN,100 STREET,40.6773042,-73.8383128
QN,BROOKVILLE BOULEVARD,40.6431257,-73.7430319
QN,BROOKVILLE BOULEVARD,40.6449282,-73.7439259
QN,ISLAND LANE,40.646071,-73.7443467
QN,153 DRIVE,40.6452388,-73.7428544
QN,ISLAND LANE,40.6459845,-73.7436912
QN,SOUTH ROAD,40.6452981,-73.7436254
QN,CANAL AVENUE,40.644131,-73.7421524
QN,CANAL AVENUE,40.6440736,-73.7434823
QN,153 DRIVE,40.6444644,-73.7427025
QN,CANAL AVENUE,40.6451131,-73.7418784
QN,CANAL AVENUE,40.6445314,-73.7419707
QN,BROOKVILLE BOULEVARD,40.6418782,-73.7424314
QN,CANAL AVENUE,40.6437991,-73.742251
QN,SOUTH ROAD,40.6456477,-73.7428204
QN,CANAL AVENUE,40.6440816,-73.7433814
QN,BROOKVILLE BOULEVARD,40.6422293,-73.7423219
QN,BROOKVILLE BOULEVARD,40.6527246,-73.7395352
QN,CANAL AVENUE,40.6437153,-73.744035
QN,BROOKVILLE BOULEVARD,40.6444676,-73.744133
QN,ISLAND LANE,40.6461277,-73.743896
QN,LANDING ROAD,40.6458714,-73.7434466
QN,LANDING ROAD,40.6456884,-73.7438545
QN,ISLAND LANE,40.6458644,-73.7439907
QN,CANAL AVENUE,40.643716,-73.7431089
QN,153 DRIVE,40.6448244,-73.7429137
QN,CANAL AVENUE,40.6441852,-73.7418351
QN,CANAL AVENUE,40.6442406,-73.7432835
QN,SOUTH ROAD,40.6455745,-73.7432567
QN,BROOKVILLE BOULEVARD,40.6424279,-73.7427752
QN,CANAL AVENUE,40.6453769,-73.7420431
QN,BROOKVILLE BOULEVARD,40.6421589,-73.7427834
QN,153 AVENUE,40.6430827,-73.7422177
QN,BROOKVILLE BOULEVARD,40.6418816,-73.7427485
MN,121 WEST 138 STREET,40.8167836,-73.9406673
BK,BERGEN AVENUE,40.6246749,-73.9069613
QN,32 STREET,40.7765362,-73.9089227
QN,242 STREET,40.6476011,-73.7449066
QN,242 STREET,40.6480767,-73.7452543
QN,241 STREET,40.6488764,-73.7456837
QN,SOUTH ROAD,40.6454536,-73.7432068
QN,SOUTH ROAD,40.6454973,-73.7430913
QN,FRANCIS LEWIS BLVD,40.7823493,-73.8048336
QN,113 STREET,40.7009539,-73.8368741
QN,70 STREET,40.7150239,-73.8848308
QN,79 PLACE,40.7077195,-73.8712527
MN,RIVERSIDE BOULEVARD,40.7783776,-73.9883013
MN,RIVERSIDE BOULEVARD,40.7777326,-73.988695
QN,GUY R BREWER BLVD,40.6764442,-73.7784075
QN,202 STREET,40.7006337,-73.7526957
QN,COLLEGE POINT BOULEVARD,40.7671799,-73.839156
QN,WHITESTONE BR BLVD,40.7708808,-73.8359266
QN,WHITESTONE BR BLVD,40.7706856,-73.8356961
QN,LINDEN PLACE,40.7739058,-73.8323015
QN,LINDEN PLACE,40.7739134,-73.833789
QN,135 STREET,40.7742935,-73.832806
QN,9 AVENUE,40.7729885,-73.8357806
QN,135 STREET,40.7737782,-73.8332947
QN,20 AVENUE,40.7808905,-73.8356962
QN,133 STREET,40.7809002,-73.8347682
QN,133 STREET,40.7793933,-73.8347466
QN,134 STREET,40.7793974,-73.8338259
QN,135 STREET,40.7793879,-73.8328907
QN,20 AVENUE,40.7802145,-73.8331811
QN,132 STREET,40.77953,-73.8362989
QN,23 AVENUE,40.7765603,-73.840267
QN,129 STREET,40.7766712,-73.8391114
QN,HIGGINS STREET,40.7744382,-73.8380553
QN,WHITESTONE BR BLVD,40.7729706,-73.8347264
QN,LINDEN PLACE,40.7729908,-73.8335494
QN,20 AVENUE,40.7809016,-73.8338402
BK,36 VERMONT STREET,40.6792868,-73.8960655
QN,77-01 75 STREET,40.7065928,-73.8750204
QN,COOPER AVENUE,40.7061679,-73.8755947
QN,COOPER AVENUE,40.7063159,-73.8753275
QN,COOPER AVENUE,40.7063625,-73.8752481
BK,323A JAMAICA AVENUE,40.6820125,-73.8903501
QN,231 STREET,40.7654654,-73.7528954
QN,135 STREET,40.7736348,-73.8328654
QN,22 AVENUE,40.7798641,-73.8396525
QN,133 STREET,40.7776476,-73.8347293
QN,134 STREET,40.7758633,-73.8345496
QN,134 STREET,40.7764253,-73.8341041
QN,134 STREET,40.7765517,-73.8341868
QN,134 STREET,40.7755547,-73.8337741
QN,135 STREET,40.7757509,-73.8327626
QN,LINDEN PLACE,40.775251,-73.8344536
QN,132 STREET,40.7793864,-73.8356854
QN,134 STREET,40.7776518,-73.8338122
QN,94 PLACE,40.674282,-73.8421126
QN,20 AVENUE,40.7809884,-73.8331106
QN,20 AVENUE,40.7808961,-73.8319625
QN,136 STREET,40.7793947,-73.8319519
QN,136 STREET,40.7791031,-73.8315085
QN,20 AVENUE,40.7802788,-73.8302851
QN,138 STREET,40.7778481,-73.8310495
QN,ULMER STREET,40.7744408,-73.8379325
QN,22 AVENUE,40.7793427,-73.8397332
QN,119 STREET,40.77372,-73.8487981
QN,58 ROAD,40.7301836,-73.9134276
QN,48 AVENUE,40.7452194,-73.9575052
QN,43 STREET,40.7545199,-73.9189761
QN,2 STREET,40.7396677,-73.9603631
QN,HORACE HARDING EXPWY,40.7563236,-73.7395885
QN,82 STREET,40.765876,-73.8876598
QN,78 STREET,40.761849,-73.8900129
QN,BEACH CHANNEL DRIVE,40.5820305,-73.8489441
QN,271 STREET,40.7618088,-73.8394144
QN,ROOSEVELT AVENUE,40.7564732,-73.8414883
QN,126-16 38TH AVENUE,40.7565522,-73.8430799
QN,RUST STREET,40.7181288,-73.9100991
QN,56 STREET,40.7167301,-73.9115259
QN,83-02 BEACH CHANNEL DRIVE,40.5902089,-73.8094242
QN,BEACH CHANNEL DRIVE,40.5903067,-73.808855
QN,310 BEACH CHANNEL DRIVE,40.5901444,-73.8069616
BX,2242 GIVAN AVENUE,40.8801001,-73.8275061
BX,BAYCHESTER AVENUE,40.8810518,-73.8288345
BK,56 DRIVE,40.6073597,-73.9126145
QN,BEACH 25 STREET,40.5994396,-73.7609316
BK,1473 39 STREET,40.6384049,-73.9821177
BK,AVENUE Y,40.5867864,-73.9828516
QN,219 STREET,40.6814022,-73.7494284
BK,BERGEN STREET,40.6746882,-73.9311573
BK,CLARKSON AVENUE,40.6609163,-73.9206469
BK,FROST STREET,40.7177703,-73.9471983
QN,271 STREET,40.7623328,-73.8372617
QN,DELONG STREET,40.7542476,-73.83979
QN,WEST 18 ROAD,40.6009315,-73.8240825
QN,34 WEST 12 ROAD,40.6043108,-73.8225719
QN,53 WEST 11 ROAD,40.6056886,-73.8225034
QN,78 STREET,40.6761892,-73.858645
BK,RUTLAND ROAD,40.65992,-73.9387019
BK,1735 ST MARKS AVENUE,40.6732568,-73.9093773
BK,ST MARKS AVENUE,40.6732623,-73.9094999
BK,ST MARK'S AVENUE,40.6731524,-73.9092693
QN,PEARL STREET,40.6102086,-73.7588689
QN,14-50 GIPSON STREET,40.6099771,-73.7570797
QN,11-06 FOAM PLACE,40.6046537,-73.750145
BK,AVENUE T,40.6241469,-73.9057048
BK,AVENUE T,40.6239492,-73.9056438
BK,ROYCE STREET,40.6244877,-73.9063095
QN,BEACH 92 STREET,40.5886737,-73.8173784
QN,RUSHMORE AVENUE,40.7630159,-73.7410785
QN,40 STREET,40.7390983,-73.9247
QN,BEACH 43 STREET,40.597277,-73.7746804
QN,BEACH 44 STREET,40.5996592,-73.7759291
QN,BEACH 44 STREET,40.5994763,-73.7764303
QN,NORTON AVENUE,40.5990846,-73.7768385
QN,NORTH CONDUIT AVENUE,40.6664457,-73.735877
QN,69 AVENUE,40.7101445,-73.8725394
BX,EAST BURNSIDE AVENUE,40.8530687,-73.9039777
QN,159 STREET,40.6129788,-73.822556
QN,THEBES AVENUE,40.7665338,-73.7358483
QN,LAURELTON PARKWAY,40.677907,-73.7295476
QN,243 STREET,40.6782499,-73.7283132
QN,RUSHMORE AVENUE,40.7625806,-73.7415892
QN,POINT BREEZE PLACE,40.6109425,-73.771436
QN,CORNAGA AVENUE,40.6030365,-73.7473745
QN,217 STREET,40.7872742,-73.8188414
BK,HAMILTON AVENUE,40.6849081,-74.0065983
BK,PRESIDENT STREET,40.6845843,-74.0056788
BK,55 HAMILTON AVENUE,40.6840024,-74.006079
BK,PRESIDENT STREET,40.684609,-74.0059385
BK,PRESIDENT STREET,40.6843043,-74.006061
BK,PRESIDENT STREET,40.6847874,-74.006299
BK,HAMILTON AVENUE,40.6858715,-74.0071465
BK,HAMILTON AVENUE,40.6851359,-74.0067714
BK,PRESIDENT STREET,40.6845651,-74.0056103
BK,10 PRESIDENT STREET,40.6843647,-74.006299
BK,PRESIDENT STREET,40.6847188,-74.0058736
BK,HAMILTON AVENUE,40.6838981,-74.0060141
BK,UNION STREET,40.6850893,-74.0061657
BK,HAMILTON AVENUE,40.684211,-74.0062161
BK,UNION STREET,40.6850701,-74.0061008
BK,PRESIDENT STREET,40.684727,-74.0060863
BK,FERRY PLACE,40.6861378,-74.007096
BK,HAMILTON AVENUE,40.6850262,-74.0066632
QN,199 STREET,40.7127685,-73.7605576
BK,HAMILTON AVENUE,40.6850811,-74.0067173
BK,UNION STREET,40.685641,-74.0065984
BK,UNION STREET,40.6857974,-74.006959
BK,HAMILTON AVENUE,40.6859429,-74.0072691
BK,HAMILTON AVENUE,40.6852814,-74.0068435
BK,HAMILTON AVENUE,40.6853555,-74.0069445
BK,HAMILTON AVENUE,40.6859154,-74.0071825
BK,HAMILTON AVENUE,40.6859895,-74.0073087
BK,HAMILTON AVENUE,40.6851908,-74.0068291
BK,PRESIDENT STREET,40.6846227,-74.0058123
BK,HAMILTON AVENUE,40.684856,-74.0065839
BK,UNION STREET,40.6849576,-74.0059565
BK,95 STREET,40.6163006,-74.0326083
BK,39 STREET,40.6509362,-74.0026452
BK,8 AVENUE,40.6286336,-74.0168782
BX,JOHNSON AVENUE,40.8784911,-73.9196495
QN,WILLETS POINT BLVD,40.7576681,-73.8421857
QN,WILLETS POINT BLVD,40.7575219,-73.8416699
QN,126-30 NORTHERN BL SR SOUTH,40.7605452,-73.8446588
QN,126-40 NORTHERN BL SR SOUTH,40.760943,-73.844546
QN,126-36 34 AVENUE,40.759751,-73.8439387
QN,126 STREET,40.7574323,-73.8423487
QN,WILLETS POINT BLVD,40.7570336,-73.8418876
BX,GRAND CONCOURSE,40.8561915,-73.899939
QN,WILLETS POINT BLVD,40.7573454,-73.8410675
BK,LINCOLN AVENUE,40.6868684,-73.8697029
BK,670 BALTIC STREET,40.6795734,-73.9793378
BK,EAST 22 STREET,40.6406684,-73.9574709
BK,82 STREET,40.6217051,-74.0206191
BK,45 STREET,40.6342523,-73.9840428
